id_commande,date,id_client,produit,categorie,quantite,prix_unitaire,remise,montant,region,canal,moyen_paiement
101731,2025-01-12,CLI0250,Livre - Data Science,Culture,1,35,0.0,35.0,Auvergne-Rhone-Alpes,Web,PayPal
101733,2025-05-20,CLI0234,Livre - Data Science,Culture,1,35,0.0,35.0,Hauts-de-France,Web,Cheque cadeau
101735,2025-11-30,CLI0231,Lampe LED design,Maison,1,39,0.0,39.0,Occitanie,Web,PayPal
101737,2025-11-14,CLI0256,Baskets running AirLite,Mode,1,89,0.0,89.0,Bretagne,Magasin,Virement
101739,2025-07-16,CLI0018,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Hauts-de-France,Mobile,Virement
101740,2025-06-16,CLI0247,Ordinateur portable UltraBook,Electronique,2,1099,0.0,2198.0,Auvergne-Rhone-Alpes,Magasin,Virement
101744,2025-01-14,CLI0323,Ordinateur portable UltraBook,Electronique,2,1099,0.0,2198.0,Bretagne,Magasin,Virement
101747,2025-10-07,CLI0006,Creme hydratante,Beaute,1,22,0.0,22.0,Nouvelle-Aquitaine,Magasin,Cheque cadeau
101749,2025-08-06,CLI0181,Cafetiere expresso,Maison,1,149,0.2,119.2,Occitanie,Web,Carte
101750,2025-11-18,CLI0306,Cafetiere expresso,Maison,3,149,0.0,447.0,Bretagne,Magasin,Virement
101751,2025-11-14,CLI0243,T-shirt coton bio,Mode,1,25,0.0,25.0,Hauts-de-France,Web,Virement
101754,2025-07-23,CLI0043,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Hauts-de-France,Web,Virement
101755,2025-04-08,CLI0316,Veste impermeable,Mode,1,79,0.0,79.0,Occitanie,Mobile,Carte
101760,2025-01-22,CLI0090,Veste impermeable,Mode,1,79,0.0,79.0,PACA,Magasin,PayPal
101761,2025-08-07,CLI0271,Casque Bluetooth Pro,Electronique,1,129,0.2,103.2,Occitanie,Web,PayPal
101766,2025-11-18,CLI0197,Baskets running AirLite,Mode,1,89,0.0,89.0,Bretagne,Mobile,PayPal
101767,2025-11-19,CLI0376,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,Ile-de-France,Magasin,Virement
101769,2025-12-18,CLI0086,Casse-tete 1000 pieces,Culture,1,19,0.0,19.0,Nouvelle-Aquitaine,Mobile,Virement
101770,2025-04-10,CLI0386,Baskets running AirLite,Mode,1,89,0.0,89.0,Nouvelle-Aquitaine,Magasin,Cheque cadeau
101771,2025-03-06,CLI0075,Parfum Eau Fraiche,Beaute,1,55,0.0,55.0,PACA,Mobile,Carte
101773,2025-03-20,CLI0162,Parfum Eau Fraiche,Beaute,1,55,0.1,49.5,Bretagne,Web,Carte
101776,2025-12-22,CLI0222,Veste impermeable,Mode,1,79,0.0,79.0,Occitanie,Mobile,Virement
101778,2025-10-28,CLI0300,Lampe LED design,Maison,1,39,0.0,39.0,Nouvelle-Aquitaine,Magasin,PayPal
101784,2025-02-15,CLI0006,Smartphone Galaxy S,Electronique,1,799,0.0,799.0,PACA,Web,Carte
101785,2025-06-25,CLI0269,Montre connectee FitWatch,Electronique,1,199,0.0,199.0,Bretagne,Mobile,Virement
101786,2025-10-10,CLI0146,Veste impermeable,Mode,1,79,0.0,79.0,Auvergne-Rhone-Alpes,Web,Carte
101787,2025-12-07,CLI0030,Jean slim,Mode,2,59,0.0,118.0,Hauts-de-France,Magasin,Carte
101790,2025-04-03,CLI0337,T-shirt coton bio,Mode,1,25,0.0,25.0,Ile-de-France,Magasin,PayPal
101791,2025-09-05,CLI0240,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Bretagne,Mobile,Virement
101796,2025-02-08,CLI0400,Ordinateur portable UltraBook,Electronique,1,1099,0.1,989.1,Occitanie,Web,Cheque cadeau
101797,2025-02-16,CLI0031,Veste impermeable,Mode,1,79,0.0,79.0,PACA,Mobile,PayPal
101798,2025-03-10,CLI0252,Jean slim,Mode,1,59,0.1,53.1,Hauts-de-France,Mobile,PayPal
101799,2025-07-22,CLI0056,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Hauts-de-France,Mobile,PayPal
101800,2025-11-10,CLI0055,Casse-tete 1000 pieces,Culture,1,19,0.0,19.0,Bretagne,Mobile,Carte
101801,2025-04-04,CLI0037,Veste impermeable,Mode,3,79,0.0,237.0,PACA,Mobile,Carte
101804,2025-10-02,CLI0020,Lampe LED design,Maison,1,39,0.0,39.0,Occitanie,Web,Virement
101806,2025-12-24,CLI0264,Creme hydratante,Beaute,1,22,0.0,22.0,Nouvelle-Aquitaine,Mobile,Cheque cadeau
101810,2025-07-28,CLI0002,Lampe LED design,Maison,2,39,0.0,78.0,Bretagne,Mobile,Carte
101812,2025-10-22,CLI0156,Lampe LED design,Maison,1,39,0.0,39.0,Ile-de-France,Magasin,Carte
101814,2025-02-06,CLI0236,Cafetiere expresso,Maison,1,149,0.0,149.0,Bretagne,Web,PayPal
101815,2025-12-07,CLI0197,Jean slim,Mode,1,59,0.1,53.1,Occitanie,Magasin,Cheque cadeau
101818,2025-08-18,CLI0324,Casse-tete 1000 pieces,Culture,1,19,0.0,19.0,Bretagne,Web,PayPal
101822,2025-12-01,CLI0033,Cafetiere expresso,Maison,1,149,0.0,149.0,Nouvelle-Aquitaine,Magasin,Cheque cadeau
101824,2025-05-19,CLI0174,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Occitanie,Magasin,Carte
101825,2025-08-02,CLI0109,Parfum Eau Fraiche,Beaute,1,55,0.0,55.0,Nouvelle-Aquitaine,Magasin,PayPal
101828,2025-11-20,CLI0073,Creme hydratante,Beaute,1,22,0.0,22.0,Bretagne,Web,Cheque cadeau
101832,2025-04-12,CLI0089,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Occitanie,Web,Cheque cadeau
101835,2025-12-14,CLI0055,Montre connectee FitWatch,Electronique,1,199,0.1,179.1,Nouvelle-Aquitaine,Magasin,PayPal
101836,2025-04-19,CLI0104,Livre - Data Science,Culture,2,35,0.0,70.0,Occitanie,Magasin,Cheque cadeau
101837,2025-03-10,CLI0351,Enceinte SoundBox,Electronique,1,89,0.1,80.1,Occitanie,Web,Carte
101838,2025-10-10,CLI0172,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Ile-de-France,Mobile,PayPal
101840,2025-03-02,CLI0190,T-shirt coton bio,Mode,1,25,0.0,25.0,Nouvelle-Aquitaine,Web,Carte
101841,2025-06-02,CLI0324,Lampe LED design,Maison,2,39,0.0,78.0,PACA,Web,Carte
101844,2025-02-05,CLI0046,Cafetiere expresso,Maison,1,149,0.0,149.0,Nouvelle-Aquitaine,Magasin,Cheque cadeau
101845,2025-11-10,CLI0106,Enceinte SoundBox,Electronique,2,89,0.1,160.2,Bretagne,Mobile,Cheque cadeau
101846,2025-08-01,CLI0090,Casque Bluetooth Pro,Electronique,2,129,0.0,258.0,Hauts-de-France,Web,Cheque cadeau
101848,2025-02-04,CLI0155,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,Nouvelle-Aquitaine,Web,PayPal
101849,2025-09-18,CLI0272,Montre connectee FitWatch,Electronique,1,199,0.0,199.0,Hauts-de-France,Mobile,PayPal
101850,2025-11-09,CLI0321,Jean slim,Mode,1,59,0.0,59.0,Occitanie,Web,PayPal
101851,2025-08-27,CLI0077,Creme hydratante,Beaute,1,22,0.0,22.0,Nouvelle-Aquitaine,Web,PayPal
101853,2025-04-22,CLI0331,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,Occitanie,Web,Cheque cadeau
101854,2025-04-14,CLI0316,Casse-tete 1000 pieces,Culture,2,19,0.0,38.0,Ile-de-France,Web,Carte
101856,2025-01-18,CLI0015,Creme hydratante,Beaute,1,22,0.0,22.0,Hauts-de-France,Web,Carte
101863,2025-06-11,CLI0057,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Auvergne-Rhone-Alpes,Web,PayPal
101867,2025-02-16,CLI0300,Creme hydratante,Beaute,1,22,0.0,22.0,Ile-de-France,Mobile,PayPal
101868,2025-06-01,CLI0313,Casse-tete 1000 pieces,Culture,1,19,0.0,19.0,Auvergne-Rhone-Alpes,Mobile,Virement
101869,2025-06-24,CLI0369,Jean slim,Mode,2,59,0.1,106.2,Bretagne,Mobile,Virement
101870,2025-07-14,CLI0066,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Bretagne,Magasin,Carte
101871,2025-12-20,CLI0057,Casse-tete 1000 pieces,Culture,1,19,0.1,17.1,Nouvelle-Aquitaine,Mobile,PayPal
101873,2025-08-27,CLI0152,T-shirt coton bio,Mode,1,25,0.0,25.0,PACA,Magasin,PayPal
101874,2025-11-16,CLI0284,Baskets running AirLite,Mode,2,89,0.0,178.0,Ile-de-France,Mobile,Cheque cadeau
101876,2025-10-09,CLI0237,Veste impermeable,Mode,1,79,0.0,79.0,Ile-de-France,Magasin,Cheque cadeau
101878,2025-11-01,CLI0168,Livre - Data Science,Culture,1,35,0.0,35.0,Hauts-de-France,Web,PayPal
101882,2025-08-29,CLI0241,Parfum Eau Fraiche,Beaute,1,55,0.1,49.5,Ile-de-France,Mobile,Cheque cadeau
101883,2025-09-08,CLI0357,Montre connectee FitWatch,Electronique,1,199,0.0,199.0,Nouvelle-Aquitaine,Mobile,PayPal
101884,2025-04-27,CLI0386,Smartphone Galaxy S,Electronique,1,799,0.0,799.0,Bretagne,Magasin,Cheque cadeau
101886,2025-01-25,CLI0152,Baskets running AirLite,Mode,1,89,0.0,89.0,,Web,Carte
101887,2025-11-08,CLI0157,T-shirt coton bio,Mode,2,25,0.0,50.0,Bretagne,Mobile,Carte
101888,2025-12-02,CLI0238,Enceinte SoundBox,Electronique,1,89,0.0,89.0,PACA,Magasin,Cheque cadeau
101889,2025-04-28,CLI0190,Casse-tete 1000 pieces,Culture,2,19,0.0,38.0,Bretagne,Magasin,Carte
101890,2025-12-05,CLI0037,Lampe LED design,Maison,2,39,0.0,78.0,Bretagne,Mobile,Carte
101891,2025-09-28,CLI0386,Veste impermeable,Mode,1,79,0.0,79.0,Bretagne,Magasin,PayPal
101893,2025-02-26,CLI0172,Casque Bluetooth Pro,Electronique,2,129,0.1,232.2,Hauts-de-France,Magasin,Virement
101895,2025-07-13,CLI0188,Casse-tete 1000 pieces,Culture,1,19,0.1,17.1,Hauts-de-France,Web,Virement
101896,2025-07-23,CLI0332,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Hauts-de-France,Magasin,PayPal
101897,2025-12-01,CLI0172,Baskets running AirLite,Mode,1,89,0.0,89.0,Hauts-de-France,Web,Cheque cadeau
101901,2025-11-29,CLI0382,Baskets running AirLite,Mode,2,89,0.0,178.0,Occitanie,Mobile,Virement
101903,2025-05-03,CLI0028,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Occitanie,Mobile,Cheque cadeau
101905,2025-07-01,CLI0063,Creme hydratante,Beaute,1,22,0.0,22.0,Bretagne,Magasin,Virement
101906,2025-03-03,CLI0189,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Auvergne-Rhone-Alpes,Mobile,Carte
101907,2025-11-27,CLI0092,Cafetiere expresso,Maison,1,149,0.0,149.0,Ile-de-France,Web,PayPal
101908,2025-12-13,CLI0357,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Nouvelle-Aquitaine,Web,PayPal
101910,2025-02-18,CLI0214,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Nouvelle-Aquitaine,Mobile,Cheque cadeau
101911,2025-11-13,CLI0331,Smartphone Galaxy S,Electronique,1,799,0.0,799.0,Occitanie,Web,Carte
101912,2025-05-16,CLI0119,Parfum Eau Fraiche,Beaute,1,55,0.0,55.0,Bretagne,Mobile,Cheque cadeau
101913,2025-11-14,CLI0336,Aspirateur robot CleanBot,Maison,2,299,0.0,598.0,Nouvelle-Aquitaine,Magasin,Cheque cadeau
101914,2025-07-28,CLI0291,Enceinte SoundBox,Electronique,1,89,0.0,89.0,PACA,Mobile,PayPal
101916,2025-01-29,CLI0191,Cafetiere expresso,Maison,1,149,0.0,149.0,PACA,Web,PayPal
101917,2025-08-08,CLI0234,T-shirt coton bio,Mode,1,25,0.0,25.0,Hauts-de-France,Web,Virement
101918,2025-08-03,CLI0090,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Auvergne-Rhone-Alpes,Web,Carte
101919,2025-12-12,CLI0163,Enceinte SoundBox,Electronique,2,89,0.0,178.0,Nouvelle-Aquitaine,Mobile,Virement
101921,2025-11-28,CLI0341,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Occitanie,Web,Virement
101927,2025-11-09,CLI0075,Casse-tete 1000 pieces,Culture,1,19,0.0,19.0,Occitanie,Web,Carte
101930,2025-07-23,CLI0332,Cafetiere expresso,Maison,1,149,0.0,149.0,Nouvelle-Aquitaine,Mobile,PayPal
101933,2025-08-06,CLI0353,Montre connectee FitWatch,Electronique,1,199,0.0,199.0,Bretagne,Mobile,Carte
101938,2025-08-12,CLI0312,Jean slim,Mode,1,59,0.0,59.0,Hauts-de-France,Magasin,PayPal
101941,2025-06-15,CLI0043,Casse-tete 1000 pieces,Culture,1,19,0.0,19.0,Bretagne,Magasin,Carte
101943,2025-06-05,CLI0252,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Hauts-de-France,Magasin,Carte
101944,2025-12-22,CLI0185,Lampe LED design,Maison,2,39,0.0,78.0,Auvergne-Rhone-Alpes,Magasin,Cheque cadeau
101945,2025-07-26,CLI0191,Smartphone Galaxy S,Electronique,2,799,0.0,1598.0,Occitanie,Mobile,Virement
101946,2025-11-22,CLI0229,Ordinateur portable UltraBook,Electronique,2,1099,0.0,2198.0,Auvergne-Rhone-Alpes,Magasin,Cheque cadeau
101947,2025-12-06,CLI0213,Casse-tete 1000 pieces,Culture,1,19,0.0,19.0,Occitanie,Web,Cheque cadeau
101949,2025-06-14,CLI0301,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Auvergne-Rhone-Alpes,Web,Virement
101950,2025-04-06,CLI0269,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Ile-de-France,Magasin,Cheque cadeau
101951,2025-04-30,CLI0210,Veste impermeable,Mode,2,79,0.0,158.0,Nouvelle-Aquitaine,Web,Cheque cadeau
101954,2025-07-06,CLI0096,Lampe LED design,Maison,1,39,0.0,39.0,Occitanie,Magasin,Cheque cadeau
101955,2025-04-14,CLI0155,Cafetiere expresso,Maison,1,149,0.0,149.0,Nouvelle-Aquitaine,Magasin,Cheque cadeau
101956,2025-09-21,CLI0002,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Occitanie,Mobile,Cheque cadeau
101957,2025-09-13,CLI0341,Cafetiere expresso,Maison,3,149,0.0,447.0,Nouvelle-Aquitaine,Web,Cheque cadeau
101960,2025-10-14,CLI0392,Veste impermeable,Mode,2,79,0.0,158.0,Nouvelle-Aquitaine,Web,Virement
101961,2025-12-31,CLI0290,Livre - Data Science,Culture,1,35,0.0,35.0,PACA,Mobile,Cheque cadeau
101964,2025-10-18,CLI0376,Smartphone Galaxy S,Electronique,1,799,0.0,799.0,PACA,Mobile,PayPal
101965,2025-10-31,CLI0075,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Nouvelle-Aquitaine,Magasin,PayPal
101966,2025-04-24,CLI0028,Veste impermeable,Mode,1,79,0.0,79.0,Occitanie,Mobile,Virement
101967,2025-07-02,CLI0150,Parfum Eau Fraiche,Beaute,2,55,0.0,110.0,Bretagne,Web,PayPal
101968,2025-12-21,CLI0094,Montre connectee FitWatch,Electronique,2,199,0.0,398.0,,Web,Virement
101971,2025-12-05,CLI0155,Veste impermeable,Mode,1,79,0.2,63.2,Bretagne,Magasin,Virement
101972,2025-01-19,CLI0297,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,PACA,Web,Carte
101973,2025-06-02,CLI0145,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,PACA,Mobile,Cheque cadeau
101974,2025-05-19,CLI0084,Montre connectee FitWatch,Electronique,2,199,0.0,398.0,Auvergne-Rhone-Alpes,Web,PayPal
101977,2025-11-11,CLI0354,Parfum Eau Fraiche,Beaute,1,55,0.0,55.0,PACA,Magasin,Carte
101980,2025-04-23,CLI0068,Smartphone Galaxy S,Electronique,1,799,0.1,719.1,Nouvelle-Aquitaine,Mobile,Virement
101982,2025-07-22,CLI0227,Parfum Eau Fraiche,Beaute,2,55,0.0,110.0,PACA,Mobile,PayPal
101984,2025-02-24,CLI0061,Baskets running AirLite,Mode,2,89,0.0,178.0,Auvergne-Rhone-Alpes,Magasin,PayPal
101986,2025-10-04,CLI0108,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Ile-de-France,Mobile,Carte
101987,2025-02-28,CLI0397,Creme hydratante,Beaute,1,22,0.0,22.0,PACA,Mobile,Carte
101989,2025-11-17,CLI0263,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Nouvelle-Aquitaine,Web,Virement
101990,2025-05-23,CLI0155,Smartphone Galaxy S,Electronique,1,799,0.0,799.0,PACA,Web,Carte
101992,2025-07-28,CLI0103,T-shirt coton bio,Mode,2,25,0.0,50.0,Bretagne,Mobile,Carte
101993,2025-04-22,CLI0383,Veste impermeable,Mode,1,79,0.0,79.0,Hauts-de-France,Mobile,Virement
101994,2025-07-26,CLI0257,Baskets running AirLite,Mode,2,89,0.0,178.0,Hauts-de-France,Magasin,Carte
101995,2025-08-10,CLI0297,Smartphone Galaxy S,Electronique,2,799,0.0,1598.0,Hauts-de-France,Web,PayPal
101997,2025-04-04,CLI0387,Smartphone Galaxy S,Electronique,2,799,0.0,1598.0,Bretagne,Web,PayPal
101999,2025-11-18,CLI0244,Set de couteaux ChefPro,Maison,2,69,0.0,138.0,Bretagne,Magasin,PayPal
102000,2025-12-30,CLI0055,T-shirt coton bio,Mode,1,25,0.0,25.0,PACA,Mobile,Cheque cadeau
102003,2025-10-23,CLI0390,Aspirateur robot CleanBot,Maison,1,299,0.1,269.1,Ile-de-France,Mobile,Carte
102004,2025-12-06,CLI0254,Set de couteaux ChefPro,Maison,2,69,0.1,124.2,Bretagne,Mobile,Carte
102005,2025-11-14,CLI0253,Montre connectee FitWatch,Electronique,1,199,0.0,199.0,Nouvelle-Aquitaine,Mobile,Cheque cadeau
102007,2025-06-04,CLI0228,Baskets running AirLite,Mode,1,89,0.0,89.0,Hauts-de-France,Mobile,Virement
102009,2025-06-28,CLI0036,Creme hydratante,Beaute,1,22,0.1,19.8,Bretagne,Mobile,PayPal
102010,2025-08-27,CLI0346,Creme hydratante,Beaute,1,22,0.0,220.0,Bretagne,Web,Cheque cadeau
102011,2025-07-26,CLI0338,Ordinateur portable UltraBook,Electronique,2,1099,0.0,2198.0,Ile-de-France,Web,Cheque cadeau
102014,2025-11-05,CLI0087,Ordinateur portable UltraBook,Electronique,3,1099,0.0,3297.0,Occitanie,Web,Virement
102015,2025-03-05,CLI0207,Montre connectee FitWatch,Electronique,2,199,0.0,398.0,Auvergne-Rhone-Alpes,Mobile,Cheque cadeau
102016,2025-01-11,CLI0366,Veste impermeable,Mode,2,79,0.0,158.0,PACA,Magasin,Cheque cadeau
102017,2025-02-27,CLI0342,Lampe LED design,Maison,1,39,0.0,39.0,Nouvelle-Aquitaine,Magasin,Virement
102018,2025-12-24,CLI0233,Montre connectee FitWatch,Electronique,2,199,0.0,398.0,Ile-de-France,Mobile,Cheque cadeau
102022,2025-05-06,CLI0035,Creme hydratante,Beaute,1,22,0.0,22.0,Bretagne,Web,PayPal
102023,2025-08-24,CLI0348,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Auvergne-Rhone-Alpes,Mobile,Carte
102025,2025-07-11,CLI0267,Creme hydratante,Beaute,1,22,0.0,22.0,PACA,Mobile,PayPal
102026,2025-03-01,CLI0255,Creme hydratante,Beaute,2,22,0.0,44.0,,Mobile,Virement
102029,2025-02-05,CLI0392,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Nouvelle-Aquitaine,Web,Cheque cadeau
102030,2025-08-11,CLI0193,Casse-tete 1000 pieces,Culture,2,19,0.0,38.0,Nouvelle-Aquitaine,Web,Carte
102031,2025-12-10,CLI0338,Cafetiere expresso,Maison,1,149,0.0,149.0,Bretagne,Web,Cheque cadeau
102032,2025-05-10,CLI0160,Lampe LED design,Maison,2,39,0.0,78.0,Nouvelle-Aquitaine,Web,Cheque cadeau
102035,2025-07-09,CLI0244,T-shirt coton bio,Mode,1,25,0.0,25.0,Hauts-de-France,Web,Cheque cadeau
102038,2025-12-21,CLI0181,Cafetiere expresso,Maison,1,149,0.0,149.0,Occitanie,Web,Carte
102039,2025-12-09,CLI0066,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,Occitanie,Magasin,Carte
102040,2025-11-09,CLI0321,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Nouvelle-Aquitaine,Web,Cheque cadeau
102041,2025-08-14,CLI0183,Livre - Data Science,Culture,1,35,0.0,35.0,Occitanie,Web,PayPal
102042,2025-06-25,CLI0332,Cafetiere expresso,Maison,1,149,0.2,119.2,Hauts-de-France,Web,Carte
102044,2025-09-28,CLI0087,Smartphone Galaxy S,Electronique,1,799,0.0,799.0,Hauts-de-France,Mobile,Carte
102046,2025-12-03,CLI0291,Parfum Eau Fraiche,Beaute,2,55,0.1,99.0,Nouvelle-Aquitaine,Mobile,Carte
102050,2025-11-29,CLI0200,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Hauts-de-France,Web,Cheque cadeau
102051,2025-02-07,CLI0346,Jean slim,Mode,2,59,0.0,118.0,Occitanie,Mobile,Virement
102052,2025-08-15,CLI0154,Set de couteaux ChefPro,Maison,2,69,0.0,138.0,Nouvelle-Aquitaine,Web,Cheque cadeau
102057,2025-08-12,CLI0294,Lampe LED design,Maison,1,39,0.0,39.0,PACA,Web,Carte
102058,2025-12-03,CLI0297,Montre connectee FitWatch,Electronique,2,199,0.0,398.0,Hauts-de-France,Mobile,Virement
102059,2025-03-18,CLI0272,Creme hydratante,Beaute,1,22,0.0,22.0,Nouvelle-Aquitaine,Web,Virement
102061,2025-11-06,CLI0155,Parfum Eau Fraiche,Beaute,1,55,0.0,55.0,PACA,Mobile,Cheque cadeau
102063,2025-11-29,CLI0213,Lampe LED design,Maison,1,39,0.0,39.0,Occitanie,Magasin,Cheque cadeau
102068,2025-05-11,CLI0096,Creme hydratante,Beaute,1,22,0.0,22.0,Auvergne-Rhone-Alpes,Magasin,Cheque cadeau
102069,2025-04-06,CLI0327,Livre - Data Science,Culture,2,35,0.2,56.0,Hauts-de-France,Magasin,Carte
102071,2025-11-14,CLI0076,Baskets running AirLite,Mode,1,89,0.0,89.0,Auvergne-Rhone-Alpes,Magasin,Virement
102073,2025-09-13,CLI0033,Jean slim,Mode,1,59,0.0,59.0,PACA,Mobile,Virement
102075,2025-12-15,CLI0132,Baskets running AirLite,Mode,2,89,0.0,178.0,Nouvelle-Aquitaine,Web,Carte
102076,2025-12-11,CLI0015,Baskets running AirLite,Mode,1,89,0.0,89.0,PACA,Mobile,Cheque cadeau
102077,2025-08-01,CLI0224,Livre - Data Science,Culture,2,35,0.0,70.0,Bretagne,Web,PayPal
102078,2025-01-13,CLI0070,Smartphone Galaxy S,Electronique,1,799,0.0,799.0,Occitanie,Mobile,PayPal
102080,2025-07-24,CLI0370,Creme hydratante,Beaute,1,22,0.0,22.0,PACA,Web,Carte
102082,2025-02-27,CLI0309,Cafetiere expresso,Maison,1,149,0.1,134.1,PACA,Web,Cheque cadeau
102085,2025-11-24,CLI0204,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Auvergne-Rhone-Alpes,Web,Carte
102086,2025-07-06,CLI0298,Parfum Eau Fraiche,Beaute,1,55,0.0,55.0,Occitanie,Mobile,Carte
102087,2025-06-05,CLI0063,Aspirateur robot CleanBot,Maison,2,299,0.0,598.0,Occitanie,Magasin,Cheque cadeau
102091,2025-10-13,CLI0055,T-shirt coton bio,Mode,3,25,0.0,750.0,Auvergne-Rhone-Alpes,Mobile,Cheque cadeau
102093,2025-08-26,CLI0274,Set de couteaux ChefPro,Maison,2,69,0.0,138.0,Bretagne,Web,
102094,2025-04-04,CLI0244,Baskets running AirLite,Mode,1,89,0.0,89.0,Occitanie,Web,Virement
102095,2025-04-26,CLI0189,Cafetiere expresso,Maison,1,149,0.0,149.0,Ile-de-France,Magasin,Carte
102096,2025-12-30,CLI0340,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Bretagne,Magasin,PayPal
102097,2025-06-29,CLI0197,Cafetiere expresso,Maison,1,149,0.1,134.1,Bretagne,Magasin,Virement
102101,2025-02-13,CLI0227,Lampe LED design,Maison,1,39,0.0,39.0,Ile-de-France,Mobile,Virement
102102,2025-09-22,CLI0388,Baskets running AirLite,Mode,1,89,0.0,89.0,Occitanie,Web,PayPal
102107,2025-09-25,CLI0018,Veste impermeable,Mode,1,79,0.0,79.0,PACA,Web,Cheque cadeau
102108,2025-07-09,CLI0212,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Bretagne,Mobile,Carte
102110,2025-09-30,CLI0034,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,Nouvelle-Aquitaine,Magasin,Virement
102111,2025-08-01,CLI0015,Casque Bluetooth Pro,Electronique,1,129,0.1,116.1,Bretagne,Magasin,PayPal
102112,2025-12-08,CLI0329,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Ile-de-France,Mobile,PayPal
102113,2025-07-11,CLI0161,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Ile-de-France,Web,PayPal
102117,2025-11-01,CLI0305,Livre - Data Science,Culture,1,35,0.0,35.0,PACA,Mobile,Cheque cadeau
102118,2025-04-14,CLI0377,Enceinte SoundBox,Electronique,2,89,0.0,178.0,Occitanie,Web,Virement
102120,2025-01-06,CLI0213,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,Auvergne-Rhone-Alpes,Mobile,Cheque cadeau
102123,2025-10-20,CLI0012,Baskets running AirLite,Mode,2,89,0.0,178.0,Ile-de-France,Mobile,PayPal
102124,2025-08-06,CLI0087,Casque Bluetooth Pro,Electronique,2,129,0.0,258.0,Nouvelle-Aquitaine,Magasin,Cheque cadeau
102126,2025-11-04,CLI0189,T-shirt coton bio,Mode,1,25,0.0,25.0,Hauts-de-France,Web,Carte
102128,2025-09-04,CLI0233,Creme hydratante,Beaute,1,22,0.0,22.0,Ile-de-France,Web,PayPal
102129,2025-09-09,CLI0137,Cafetiere expresso,Maison,1,149,0.0,149.0,Bretagne,Mobile,Cheque cadeau
102130,2025-10-11,CLI0106,Jean slim,Mode,1,59,0.0,59.0,PACA,Mobile,PayPal
102131,2025-10-23,CLI0210,Enceinte SoundBox,Electronique,1,89,0.2,71.2,Ile-de-France,Mobile,Virement
102132,2025-07-27,CLI0231,Baskets running AirLite,Mode,1,89,0.0,89.0,Occitanie,Magasin,Cheque cadeau
102133,2025-05-17,CLI0241,Enceinte SoundBox,Electronique,1,89,0.0,89.0,PACA,Mobile,Cheque cadeau
102138,2025-10-17,CLI0049,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Ile-de-France,Mobile,PayPal
102139,2025-04-28,CLI0182,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Ile-de-France,Mobile,Cheque cadeau
102140,2025-12-26,CLI0203,Set de couteaux ChefPro,Maison,1,69,0.1,62.1,Auvergne-Rhone-Alpes,Magasin,Carte
102142,2025-07-14,CLI0258,Creme hydratante,Beaute,2,22,0.0,44.0,Occitanie,Mobile,PayPal
102143,2025-09-28,CLI0364,Parfum Eau Fraiche,Beaute,1,55,0.1,49.5,Nouvelle-Aquitaine,Web,Virement
